YEAR	DOY	HOUR	PAR	Swdown	TEMP	STEMP	RH	RAIN	WIND	PRESSURE	aCO2_AW	amb_co2	date	moy	dom
2002	1	0	0.62	0	-7.346	0.258	91.76	0	0.06	101300	380.5686	459.3399963	2002-01-01	1	1
2002	1	1	0.09	0	-7.984	0.195	94.16	0	0.37	101300	380.5686	465.6499939	2002-01-01	1	1
2002	1	2	0	3.16	-8.635	-0.026	93.43	0	0.01	101300	380.5686	472.3299866	2002-01-01	1	1
2002	1	3	0	2.42	-9.143	-0.202	93.85	0	0	101300	380.5686	477.0400085	2002-01-01	1	1
2002	1	4	0	5.2	-9.688	-0.357	93.51	0	0	101300	380.5686	479.9599915	2002-01-01	1	1
2002	1	5	0.7	0.56	-9.891	-0.415	92.65	0	0	101300	380.5686	482.6700134	2002-01-01	1	1
2002	1	6	0	0.37	-10.229	-0.482	91.81	0	0.14	101300	380.5686	482.1799927	2002-01-01	1	1
2002	1	7	0	0	-10.659	-0.696	91.29	0	0.27	101300	380.5686	460.1400146	2002-01-01	1	1
2002	1	8	2.51	2.62	-10.851	-0.778	91.29	0	0.19	101300	380.5686	421.1700134	2002-01-01	1	1
2002	1	9	89.86	63.16	-10.365	-0.709	91.09	0	0.07	101300	380.5686	396.5899963	2002-01-01	1	1
2002	1	10	353.4	247.69	-6.768	-0.399	92.28	0	0.1	101300	380.5686	385.8699951	2002-01-01	1	1
2002	1	11	683	410.01	-4.317	-0.032	84.63	0	0.81	101300	380.5686	380.7600098	2002-01-01	1	1
2002	1	12	920.45	550.79	-2.566	0.284	60.5	0	2.16	101300	380.5686	377.6099854	2002-01-01	1	1
2002	1	13	844.66	497.83	-1.579	0.66	54.44	0	2.05	101300	380.5686	375.5	2002-01-01	1	1
2002	1	14	744.12	519.33	-0.698	0.989	49.59	0	1.98	101300	380.5686	374.230011	2002-01-01	1	1
2002	1	15	387.72	444.07	0.518	1.473	45.67	0	1.59	101300	380.5686	373.4200134	2002-01-01	1	1
2002	1	16	279.72	301.97	1.029	1.747	44.18	0	1.09	101300	380.5686	373.6400146	2002-01-01	1	1
2002	1	17	199.88	197.11	1.347	1.83	41.25	0	0	101300	380.5686	376.230011	2002-01-01	1	1
2002	1	18	78.35	18.19	0.649	1.483	39.99	0	0	101300	380.5686	384.4400024	2002-01-01	1	1
2002	1	19	58.1	0.93	-1.204	1.084	45.25	0	0	101300	380.5686	401.8200073	2002-01-01	1	1
2002	1	20	58.1	0.37	-1.969	0.867	47.8	0	0.28	101300	380.5686	419.0499878	2002-01-01	1	1
2002	1	21	58.25	0.56	-1.524	0.721	45.99	0	2.12	101300	380.5686	434.2600098	2002-01-01	1	1
2002	1	22	58.8	0	-2.206	0.633	48.77	0	2.57	101300	380.5686	442.4500122	2002-01-01	1	1
2002	1	23	59.75	0	-2.793	0.69	50.23	0	2.28	101300	380.5686	452.2000122	2002-01-01	1	1
2002	2	0	60.2	0	-3.151	0.58	51.49	0	2.23	101300	380.5686	459.3399963	2002-01-02	1	2
