YEAR	DOY	HOUR	PAR	Swdown	TEMP	STEMP	RH	RAIN	WIND	PRESSURE	aCO2_AW	amb_co2	date	moy	dom
2005	1	0	0	0	9.119	7.111	100	0	2.13	101300	401.9129	491.02	2005-01-01	1	1
2005	1	1	0	0	9.092	7.095	100	0	1.92	101300	401.9129	499.25	2005-01-01	1	1
2005	1	2	0	0	9.219	7.093	100	0	0.85	101300	401.9129	502.03	2005-01-01	1	1
2005	1	3	0	0	9.362	7.07	100	0	1.09	101300	401.9129	510.44	2005-01-01	1	1
2005	1	4	0	0	9.264	7.045	100	0	2.03	101300	401.9129	513.55	2005-01-01	1	1
2005	1	5	0	0	8.659	6.857	100	0	1.29	101300	401.9129	515.14	2005-01-01	1	1
2005	1	6	0	0	7.673	6.633	100	0	2.12	101300	401.9129	503.32	2005-01-01	1	1
2005	1	7	0	0	6.839	6.442	100	0	1.66	101300	401.9129	476.91	2005-01-01	1	1
2005	1	8	0.18	1.13	6.049	6.309	100	0	0.85	101300	401.9129	441.07	2005-01-01	1	1
2005	1	9	69.71	79.88	6.159	6.224	100	0	1.13	101300	401.9129	418.37	2005-01-01	1	1
2005	1	10	313.15	263.05	8.838	6.395	100	0	1.33	101300	401.9129	408.16	2005-01-01	1	1
2005	1	11	551.55	421.83	13.316	6.925	94.43	0	1.45	101300	401.9129	402.75	2005-01-01	1	1
2005	1	12	732.73	526.72	16.089	7.661	75.54	0	1.29	101300	401.9129	398.71	2005-01-01	1	1
2005	1	13	801.76	529.51	17.934	8.408	63.6	0	1.35	101300	401.9129	396.44	2005-01-01	1	1
2005	1	14	754.57	505.56	18.777	9.244	61.55	0	1.51	101300	401.9129	394.33	2005-01-01	1	1
2005	1	15	674.53	451.6	19.695	9.59	58.4	0	1.21	101300	401.9129	394.63	2005-01-01	1	1
2005	1	16	444.33	251.26	20.201	9.822	54.78	0	0.84	101300	401.9129	395.36	2005-01-01	1	1
2005	1	17	185.38	114.57	19.827	9.677	56.03	0	1.24	101300	401.9129	399.21	2005-01-01	1	1
2005	1	18	38.4	13.39	18.444	9.314	64.13	0	1.07	101300	401.9129	416.13	2005-01-01	1	1
2005	1	19	0	0	14.949	8.857	87.31	0	1.2	101300	401.9129	440.27	2005-01-01	1	1
2005	1	20	0	0	12.765	8.534	99.57	0	0.67	101300	401.9129	457.46	2005-01-01	1	1
2005	1	21	0	0	11.246	8.251	100	0	1.02	101300	401.9129	467.29	2005-01-01	1	1
2005	1	22	0	0	9.969	8.003	100	0	0.82	101300	401.9129	477.91	2005-01-01	1	1
2005	1	23	0	0	9.152	7.787	100	0	0.81	101300	401.9129	483.74	2005-01-01	1	1
2005	2	0	0	0	8.344	7.654	100	0	0.68	101300	401.9129	491.02	2005-01-02	1	2
2005	2	1	0	0	7.925	7.524	100	0	1.2	101300	401.9129	499.25	2005-01-02	1	2
2005	2	2	0	0	7.555	7.408	100	0	0.86	101300	401.9129	502.03	2005-01-02	1	2
2005	2	3	0	0	7.431	7.341	100	0	0.77	101300	401.9129	510.44	2005-01-02	1	2
2005	2	4	0	0	7.247	7.228	100	0	1.05	101300	401.9129	513.55	2005-01-02	1	2
2005	2	5	0	0	7.035	7.203	100	0	0.79	101300	401.9129	515.14	2005-01-02	1	2
2005	2	6	0	0	7.316	7.233	100	0.25	0.78	101300	401.9129	503.32	2005-01-02	1	2
2005	2	7	2.86	0	7.911	7.256	100	0.25	0.56	101300	401.9129	476.91	2005-01-02	1	2
2005	2	8	0	0	8.167	7.291	100	0.51	1.16	101300	401.9129	441.07	2005-01-02	1	2
2005	2	9	11.8	6.02	8.471	7.348	100	0.25	1.67	101300	401.9129	418.37	2005-01-02	1	2
2005	2	10	61.84	35.05	9.056	7.464	100	0	1.19	101300	401.9129	408.16	2005-01-02	1	2
2005	2	11	81.14	55.3	9.946	7.667	100	0.51	1.53	101300	401.9129	402.75	2005-01-02	1	2
2005	2	12	170.49	99.36	11.259	7.948	100	0	1.3	101300	401.9129	398.71	2005-01-02	1	2
2005	2	13	105.26	102.06	12.248	8.231	100	0.76	2.32	101300	401.9129	396.44	2005-01-02	1	2
2005	2	14	332.04	227.19	13.489	8.723	100	0	1.07	101300	401.9129	394.33	2005-01-02	1	2
2005	2	15	291.46	243.78	14.634	9.252	100	0	0.98	101300	401.9129	394.63	2005-01-02	1	2
2005	2	16	368.59	284.45	15.935	9.589	100	0	1	101300	401.9129	395.36	2005-01-02	1	2
2005	2	17	249.75	142.72	16.908	9.614	97.52	0	0.71	101300	401.9129	399.21	2005-01-02	1	2
2005	2	18	31.8	7.22	15.574	9.348	100	0	0	101300	401.9129	416.13	2005-01-02	1	2
2005	2	19	2.14	0	14.343	9.173	100	0	0.15	101300	401.9129	440.27	2005-01-02	1	2
2005	2	20	0	0	13.511	9.075	100	0	1.11	101300	401.9129	457.46	2005-01-02	1	2
2005	2	21	0	0	13.175	9.014	100	0	0.78	101300	401.9129	467.29	2005-01-02	1	2
2005	2	22	0	0	12.906	8.959	100	0	1.25	101300	401.9129	477.91	2005-01-02	1	2
2005	2	23	0	0	12.538	8.885	100	0	1.26	101300	401.9129	483.74	2005-01-02	1	2
2005	3	0	0	0	12.237	8.807	100	0	0.81	101300	401.9129	491.02	2005-01-03	1	3
2005	3	1	5.54	0	11.906	8.715	100	0	0.51	101300	401.9129	499.25	2005-01-03	1	3
2005	3	2	0	0	11.648	8.677	100	0	0.2	101300	401.9129	502.03	2005-01-03	1	3
2005	3	3	4.29	0	11.357	8.666	100	0	0.56	101300	401.9129	510.44	2005-01-03	1	3
2005	3	4	0	0	11.252	8.642	100	0	0.73	101300	401.9129	513.55	2005-01-03	1	3
2005	3	5	0	0	10.651	8.554	100	0	2.39	101300	401.9129	515.14	2005-01-03	1	3
2005	3	6	0	0	9.999	8.487	100	0	2.56	101300	401.9129	503.32	2005-01-03	1	3
2005	3	7	0	0	9.647	8.419	100	0	2.71	101300	401.9129	476.91	2005-01-03	1	3
2005	3	8	0.36	0.54	8.959	8.316	100	0	3.31	101300	401.9129	441.07	2005-01-03	1	3
2005	3	9	69.7	48.45	8.68	8.263	100	0	2.78	101300	401.9129	418.37	2005-01-03	1	3
2005	3	10	166.56	126.68	9.597	8.427	100	0	1.47	101300	401.9129	408.16	2005-01-03	1	3
2005	3	11	262.86	165.97	11.591	8.8	100	0	2.15	101300	401.9129	402.75	2005-01-03	1	3
2005	3	12	371.45	218.02	13.582	9.268	100	0	2.76	101300	401.9129	398.71	2005-01-03	1	3
2005	3	13	559.53	259.27	15.976	9.811	99.74	0	2.7	101300	401.9129	396.44	2005-01-03	1	3
2005	3	14	468.42	330.47	17.739	10.434	89.4	0	3	101300	401.9129	394.33	2005-01-03	1	3
2005	3	15	371.59	205.11	18.551	10.869	85.28	0	3.8	101300	401.9129	394.63	2005-01-03	1	3
2005	3	16	162.39	121.18	18.945	11.056	83.38	0	3.33	101300	401.9129	395.36	2005-01-03	1	3
2005	3	17	144.35	66.98	19.049	11.075	84.07	0	2.13	101300	401.9129	399.21	2005-01-03	1	3
2005	3	18	20.9	7.14	17.582	10.74	95.44	0	0.98	101300	401.9129	416.13	2005-01-03	1	3
2005	3	19	6.97	0	16.301	10.381	99.9	0	1.54	101300	401.9129	440.27	2005-01-03	1	3
2005	3	20	0	0	15.487	10.188	100	0	2.45	101300	401.9129	457.46	2005-01-03	1	3
2005	3	21	0	0	17.336	10.121	96.63	0	3.42	101300	401.9129	467.29	2005-01-03	1	3
2005	3	22	0	0	17.512	10.183	95.66	0	1.79	101300	401.9129	477.91	2005-01-03	1	3
2005	3	23	0	0	16.98	10.103	99.13	0	1.12	101300	401.9129	483.74	2005-01-03	1	3
2005	4	0	0	0	15.647	9.996	100	0	2.6	101300	401.9129	491.02	2005-01-04	1	4
2005	4	1	0	0	15.703	9.968	100	0	3.35	101300	401.9129	499.25	2005-01-04	1	4
2005	4	2	0	0	16.111	9.94	100	0	3.22	101300	401.9129	502.03	2005-01-04	1	4
2005	4	3	0	0	16.302	9.965	99.81	0	2.22	101300	401.9129	510.44	2005-01-04	1	4
2005	4	4	0	0	16.308	9.97	99.67	0	2.49	101300	401.9129	513.55	2005-01-04	1	4
2005	4	5	0	0	16.485	9.99	99.53	0	2.05	101300	401.9129	515.14	2005-01-04	1	4
2005	4	6	0	0	16.162	9.999	99.72	0	2.11	101300	401.9129	503.32	2005-01-04	1	4
2005	4	7	0	0	15.587	10.004	100	0	1.55	101300	401.9129	476.91	2005-01-04	1	4
2005	4	8	3.22	0.13	15.059	10.004	100	0	1.72	101300	401.9129	441.07	2005-01-04	1	4
2005	4	9	22.69	14.65	14.844	10.037	100	0	1.66	101300	401.9129	418.37	2005-01-04	1	4
2005	4	10	67.89	43.51	15.364	10.17	100	0	0.88	101300	401.9129	408.16	2005-01-04	1	4
2005	4	11	128.81	80.44	16.017	10.41	100	0	0.84	101300	401.9129	402.75	2005-01-04	1	4
2005	4	12	141.67	88.96	16.639	10.728	100	0	1.02	101300	401.9129	398.71	2005-01-04	1	4
2005	4	13	168.29	79.35	15.924	10.904	100	0.25	1.16	101300	401.9129	396.44	2005-01-04	1	4
2005	4	14	104.69	61.06	15.92	10.994	100	0	0.78	101300	401.9129	394.33	2005-01-04	1	4
2005	4	15	72.71	44.24	15.808	11.082	100	0.25	0.96	101300	401.9129	394.63	2005-01-04	1	4
2005	4	16	53.24	36.94	15.754	11.125	100	0.51	1.09	101300	401.9129	395.36	2005-01-04	1	4
2005	4	17	48.59	24.29	15.936	11.111	100	0	0.48	101300	401.9129	399.21	2005-01-04	1	4
2005	4	18	7.68	2	15.842	11.002	100	0	1.63	101300	401.9129	416.13	2005-01-04	1	4
2005	4	19	0	0	15.213	10.79	100	0	1.04	101300	401.9129	440.27	2005-01-04	1	4
2005	4	20	0	0	14.171	10.634	100	0	0.8	101300	401.9129	457.46	2005-01-04	1	4
2005	4	21	0	0	13.281	10.507	100	0	0.86	101300	401.9129	467.29	2005-01-04	1	4
2005	4	22	0	0	12.444	10.399	100	0	1.23	101300	401.9129	477.91	2005-01-04	1	4
2005	4	23	6.08	0	11.781	10.279	100	0.25	2.71	101300	401.9129	483.74	2005-01-04	1	4
2005	5	0	0	0	11.066	10.14	100	0	2.9	101300	401.9129	491.02	2005-01-05	1	5
2005	5	1	0	0	10.237	10.011	100	0	3.52	101300	401.9129	499.25	2005-01-05	1	5
