YEAR	DOY	HOUR	PAR	Swdown	TEMP	STEMP	RH	RAIN	WIND	PRESSURE	aCO2_AW	amb_co2	date	moy	dom
2004	1	0	0.44	0	-0.274	3.73	99.55	0	0.5	101300	379.57	480.6300049	2004-01-01	1	1
2004	1	1	1.23	0	-0.783	3.527	99.55	0	1.1	101300	379.57	487.5700073	2004-01-01	1	1
2004	1	2	0.26	0	-1.208	3.345	99.55	0	1.49	101300	379.57	492.6400146	2004-01-01	1	1
2004	1	3	1.14	0	-1.533	3.149	99.55	0	1.75	101300	379.57	496.3399963	2004-01-01	1	1
2004	1	4	0.53	0	-1.909	2.987	99.55	0	1.5	101300	379.57	499.5	2004-01-01	1	1
2004	1	5	0.7	0.17	-2.048	2.898	99.55	0	1.78	101300	379.57	502.4200134	2004-01-01	1	1
2004	1	6	0.79	0.08	-2.225	2.779	99.55	0	0.33	101300	379.57	496.0899963	2004-01-01	1	1
2004	1	7	0.44	0	-2.424	2.815	99.55	0	0.76	101300	379.57	464.480011	2004-01-01	1	1
2004	1	8	3.17	2.09	-2.032	2.835	99.6	0	2.34	101300	379.57	426.5899963	2004-01-01	1	1
2004	1	9	67.56	41.14	-1.592	2.938	99.6	0	2.37	101300	379.57	402.5	2004-01-01	1	1
2004	1	10	327.27	227.75	-0.183	3.151	99.65	0.05	1.18	101300	379.57	388.6300049	2004-01-01	1	1
2004	1	11	540.12	356.69	2.743	3.601	99.65	0	1.92	101300	379.57	380.75	2004-01-01	1	1
2004	1	12	539.56	338.78	5.989	4.18	79.45	0	1.23	101300	379.57	375.6600037	2004-01-01	1	1
2004	1	13	809.34	513.1	8.961	4.744	56.69	0	1.09	101300	379.57	372.5299988	2004-01-01	1	1
2004	1	14	768.9	499.03	11.317	5.495	46.71	0	1.87	101300	379.57	369.4899902	2004-01-01	1	1
2004	1	15	272.93	165.72	11.832	5.863	41.9	0	1.3	101300	379.57	367.4299927	2004-01-01	1	1
2004	1	16	109.39	62.5	11.707	5.935	40.11	0	0.52	101300	379.57	366.8299866	2004-01-01	1	1
2004	1	17	117.24	70.76	11.632	6.017	42.43	0	0.65	101300	379.57	369.3399963	2004-01-01	1	1
2004	1	18	9.32	4.3	11.082	5.99	47.57	0	1	101300	379.57	378.6900024	2004-01-01	1	1
2004	1	19	0.09	0	9.266	5.726	60.43	0	0.85	101300	379.57	403.8599854	2004-01-01	1	1
2004	1	20	0	0	7.967	5.687	69.45	0	1.87	101300	379.57	429.4400024	2004-01-01	1	1
2004	1	21	0.09	0	7.346	5.573	74.25	0	0.82	101300	379.57	448.8900146	2004-01-01	1	1
2004	1	22	0.35	0	6.06	5.366	90.83	0	2.29	101300	379.57	463.8500061	2004-01-01	1	1
2004	1	23	0.26	0	5.535	5.312	93.39	0	2.75	101300	379.57	473.8800049	2004-01-01	1	1
2004	2	0	1.06	0	5.193	5.269	94.68	0	2.59	101300	379.57	480.6300049	2004-01-02	1	2
2004	2	1	0.53	0	5.024	5.209	95.34	0	1.45	101300	379.57	487.5700073	2004-01-02	1	2
2004	2	2	0.7	0	4.687	5.192	97.21	0	2.18	101300	379.57	492.6400146	2004-01-02	1	2
2004	2	3	0	0	4.879	5.218	96.9	0	2.16	101300	379.57	496.3399963	2004-01-02	1	2
2004	2	4	0.62	0	5.573	5.315	92.92	0	3.01	101300	379.57	499.5	2004-01-02	1	2
