YEAR	DOY	HOUR	PAR	Swdown	TEMP	STEMP	RH	RAIN	WIND	PRESSURE	aCO2_AW	amb_co2	date	moy	dom
2001	1	0	0.67	0	-7.593	-0.473	86.84	0	0.1	101300	375.79	459.519989	2001-01-01	1	1
2001	1	1	1.05	0	-7.635	-0.511	90.34	0	0.05	101300	375.79	467.7000122	2001-01-01	1	1
2001	1	2	0.29	0	-7.489	-0.496	89.49	0	0.24	101300	375.79	473.1900024	2001-01-01	1	1
2001	1	3	0.48	0	-6.388	-0.509	82.58	0	1	101300	375.79	479.0100098	2001-01-01	1	1
2001	1	4	0.48	0	-5.896	-0.462	83.24	0	0.67	101300	375.79	482.1300049	2001-01-01	1	1
2001	1	5	0.48	0	-5.546	-0.516	78.42	0	1.55	101300	375.79	487.3900146	2001-01-01	1	1
2001	1	6	0.38	0	-5.399	-0.294	81.59	0	0.94	101300	375.79	486.9700012	2001-01-01	1	1
2001	1	7	0	0	-5.517	-0.302	83.09	0	1.07	101300	375.79	463.019989	2001-01-01	1	1
2001	1	8	0	0	-5.626	-0.273	80.26	0	0.57	101300	375.79	423.8999939	2001-01-01	1	1
2001	1	9	0.46	1.04	-5.533	-0.327	79.75	0	0.86	101300	375.79	395.6000061	2001-01-01	1	1
2001	1	10	42.68	26.1	-5.497	-0.276	79.6	0	0.55	101300	375.79	382.6799927	2001-01-01	1	1
2001	1	11	131.23	79.69	-4.8	-0.185	79.38	0	0.7	101300	375.79	375.8500061	2001-01-01	1	1
2001	1	12	238.85	149.23	-4.104	0.053	81.07	0	1.48	101300	375.79	371.9200134	2001-01-01	1	1
2001	1	13	255.92	153.74	-3.737	0.254	85.35	0	1.34	101300	375.79	369.3299866	2001-01-01	1	1
2001	1	14	309.66	180.67	-3.445	0.33	87.1	0	1.96	101300	375.79	367.8800049	2001-01-01	1	1
2001	1	15	272.02	167.1	-2.92	0.517	79.82	0	1.51	101300	375.79	367.269989	2001-01-01	1	1
2001	1	16	313.38	196.21	-2.561	0.667	76.84	0	1.88	101300	375.79	366.730011	2001-01-01	1	1
2001	1	17	212.5	133.61	-2.377	0.751	76.58	0	1.39	101300	375.79	369.3599854	2001-01-01	1	1
2001	1	18	102.54	60.21	-2.217	0.79	75.6	0	1.17	101300	375.79	379.3200073	2001-01-01	1	1
2001	1	19	14.14	13.32	-2.185	0.81	76.26	0	0.69	101300	375.79	398.6900024	2001-01-01	1	1
2001	1	20	0	0	-2.675	0.759	80.56	0	1.12	101300	375.79	416.4899902	2001-01-01	1	1
2001	1	21	0	0	-3.373	0.619	85.83	0	0.42	101300	375.79	430.6000061	2001-01-01	1	1
2001	1	22	0	0	-4.609	0.313	90.39	0	0.49	101300	375.79	443.5799866	2001-01-01	1	1
2001	1	23	0	0	-5.738	0.103	94.04	0	0.03	101300	375.79	450.2799988	2001-01-01	1	1
2001	2	0	0	0	-6.307	-0.002	94.35	0	0.03	101300	375.79	459.519989	2001-01-02	1	2
2001	2	1	0	0	-6.413	-0.053	94.39	0	0.17	101300	375.79	467.7000122	2001-01-02	1	2
2001	2	2	0	0	-6.139	-0.009	94.21	0	0	101300	375.79	473.1900024	2001-01-02	1	2
2001	2	3	0	0	-6.178	-0.068	93.76	0	0	101300	375.79	479.0100098	2001-01-02	1	2
2001	2	4	0	0.02	-6.285	-0.145	93.93	0	0.09	101300	375.79	482.1300049	2001-01-02	1	2
2001	2	5	0	0.06	-6.92	-0.34	93.33	0	0.09	101300	375.79	487.3900146	2001-01-02	1	2
2001	2	6	0	0.06	-6.21	-0.285	88.85	0	0.88	101300	375.79	486.9700012	2001-01-02	1	2
2001	2	7	0	0.08	-5.183	-0.295	81.07	0	1.09	101300	375.79	463.019989	2001-01-02	1	2
2001	2	8	0	0.02	-4.733	-0.265	77.28	0	1.85	101300	375.79	423.8999939	2001-01-02	1	2
2001	2	9	0.98	1.29	-5.085	-0.494	74.02	0	2.15	101300	375.79	395.6000061	2001-01-02	1	2
2001	2	10	101.15	84.43	-5.314	-0.603	73.31	0	1.59	101300	375.79	382.6799927	2001-01-02	1	2
2001	2	11	373.82	279.58	-3.551	-0.32	68.18	0	1.14	101300	375.79	375.8500061	2001-01-02	1	2
2001	2	12	660.22	438.04	-2.378	0.025	59.81	0.05	1.49	101300	375.79	371.9200134	2001-01-02	1	2
2001	2	13	866.73	556.23	-1.068	0.276	54.14	0	1.57	101300	375.79	369.3299866	2001-01-02	1	2
2001	2	14	789.22	481.47	-0.439	0.59	48.94	0.05	2.11	101300	375.79	367.8800049	2001-01-02	1	2
2001	2	15	615.07	378.1	0.162	1.105	44.17	0	1.81	101300	375.79	367.269989	2001-01-02	1	2
2001	2	16	355.04	214.37	0.247	1.178	42.68	0	1.7	101300	375.79	366.730011	2001-01-02	1	2
2001	2	17	300.18	179.31	0.206	1.186	43.28	0	2.59	101300	375.79	369.3599854	2001-01-02	1	2
2001	2	18	308.19	231.83	0.144	1.164	42.11	0	2.97	101300	375.79	379.3200073	2001-01-02	1	2
2001	2	19	39.27	30.56	-1.096	0.91	44.51	0	2.66	101300	375.79	398.6900024	2001-01-02	1	2
2001	2	20	0	0	-1.944	0.623	46	0	2.3	101300	375.79	416.4899902	2001-01-02	1	2
