YEAR	DOY	HOUR	PAR	Swdown	TEMP	STEMP	RH	RAIN	WIND	PRESSURE	aCO2_AW	amb_co2	date	moy	dom
2006	1	0	0	0	2.331	4.522	100	0	1.03	101300	378.1257	461.0499878	2006-01-01	1	1
2006	1	1	0	0	1.516	4.278	100	0	0.99	101300	378.1257	465.1499939	2006-01-01	1	1
2006	1	2	0	0	0.889	4.115	100	0	0.85	101300	378.1257	469.1900024	2006-01-01	1	1
2006	1	3	0	0	0.344	4.007	100	0	1.09	101300	378.1257	472.7000122	2006-01-01	1	1
2006	1	4	0.35	0	-0.114	3.89	100	0	1.22	101300	378.1257	474.6400146	2006-01-01	1	1
2006	1	5	0.88	0.13	-0.325	3.793	100	0	1.11	101300	378.1257	478.3399963	2006-01-01	1	1
2006	1	6	0.88	0.04	-0.229	3.639	100	0	1	101300	378.1257	475.6499939	2006-01-01	1	1
2006	1	7	1.05	0.46	-0.576	3.476	100	0	0.86	101300	378.1257	452.2200012	2006-01-01	1	1
2006	1	8	6.15	3.39	-0.279	3.433	100	0	0.85	101300	378.1257	417.480011	2006-01-01	1	1
2006	1	9	57.84	53.37	0.148	3.568	100	0	1.13	101300	378.1257	395.2900085	2006-01-01	1	1
2006	1	10	288.31	273.21	2.048	3.823	100	0	1.33	101300	378.1257	384.1300049	2006-01-01	1	1
2006	1	11	535.23	478.98	5.726	4.349	100	0	1.45	101300	378.1257	378.3399963	2006-01-01	1	1
2006	1	12	627.41	527.35	10.014	5.177	80.65	0	1.29	101300	378.1257	374.3200073	2006-01-01	1	1
2006	1	13	653.05	523.44	12.291	6.095	53.21	0	1.35	101300	378.1257	372.3699951	2006-01-01	1	1
2006	1	14	662.48	524.59	14.763	6.843	42.17	0	1.51	101300	378.1257	371.4700012	2006-01-01	1	1
2006	1	15	547.87	426.96	16.062	7.211	40.96	0	1.21	101300	378.1257	370.9599915	2006-01-01	1	1
