YEAR	DOY	HOUR	PAR	Swdown	TEMP	STEMP	RH	RAIN	WIND	PRESSURE	aCO2_AW	amb_co2	date	moy	dom
2008	1	0	3.62	1.81	2.647	8.124	87.82	0	0.44	101300	383.44	486.6900024	2008-01-01	1	1
2008	1	1	2.95	1.475	6.657	8.117	71.6	0	1.94	101300	383.44	492.75	2008-01-01	1	1
2008	1	2	1.4	0.7	9.759	8.214	61.87	0	3.5	101300	383.44	496.519989	2008-01-01	1	1
2008	1	3	0.98	0.49	8.899	8.323	55.17	0	4.59	101300	383.44	500.2900085	2008-01-01	1	1
2008	1	4	1.19	0.595	6.795	8.186	36.35	0	5.07	101300	383.44	503.2799988	2008-01-01	1	1
2008	1	5	1.82	0.91	5.177	8.002	42.53	0	4.22	101300	383.44	504.8099976	2008-01-01	1	1
2008	1	6	1.75	0.875	4.023	7.863	50.65	0	2.67	101300	383.44	500.1799927	2008-01-01	1	1
2008	1	7	1.68	0.84	3.158	7.708	51.71	0	3.29	101300	383.44	471.5599976	2008-01-01	1	1
2008	1	8	6.75	3.375	2.216	7.586	57.09	0	1.92	101300	383.44	426.25	2008-01-01	1	1
2008	1	9	178.63	89.315	2.088	7.447	58.36	0	2.71	101300	383.44	398.8699951	2008-01-01	1	1
2008	1	10	590.35	295.175	2.554	7.407	56.95	0	3.39	101300	383.44	388.9599915	2008-01-01	1	1
2008	1	11	764.35	382.175	2.74	7.546	51.74	0	4.26	101300	383.44	383.2399902	2008-01-01	1	1
2008	1	12	585.91	292.955	2.61	7.609	47.95	0	5.35	101300	383.44	380.1900024	2008-01-01	1	1
2008	1	13	838.03	419.015	3.47	7.684	42.31	0	4.45	101300	383.44	378.4599915	2008-01-01	1	1
2008	1	14	562.63	281.315	3.633	7.736	39.25	0	4.37	101300	383.44	377.1300049	2008-01-01	1	1
2008	1	15	553.99	276.995	3.471	7.812	39.26	0	4.46	101300	383.44	377.230011	2008-01-01	1	1
2008	1	16	225.9	112.95	2.763	7.805	39.77	0	4.47	101300	383.44	378.4200134	2008-01-01	1	1
2008	1	17	130.01	65.005	1.928	7.673	41.36	0	5.81	101300	383.44	383.4500122	2008-01-01	1	1
2008	1	18	10.84	5.42	1.447	7.501	40.51	0	4.65	101300	383.44	395.980011	2008-01-01	1	1
2008	1	19	1.19	0.595	0.683	7.344	46.17	0	4.1	101300	383.44	417.3599854	2008-01-01	1	1
2008	1	20	1.3	0.65	-0.225	7.176	54.69	0	3.81	101300	383.44	439.6700134	2008-01-01	1	1
2008	1	21	2.91	1.455	-0.631	7.023	57.15	0	3.74	101300	383.44	457.5299988	2008-01-01	1	1
2008	1	22	2.28	1.14	-1.186	6.854	69.12	0	3.97	101300	383.44	470.1000061	2008-01-01	1	1
2008	1	23	1.28	0.64	-1.643	6.715	65.76	0	3.73	101300	383.44	477.7999878	2008-01-01	1	1
2008	2	0	0.65	0.325	-2.213	6.54	60.71	0	3.63	101300	383.44	486.6900024	2008-01-02	1	2
2008	2	1	0.56	0.28	-2.373	6.314	47.73	0	3.26	101300	383.44	492.75	2008-01-02	1	2
2008	2	2	0.14	0.07	-2.544	6.095	44.61	0	3.82	101300	383.44	496.519989	2008-01-02	1	2
2008	2	3	0.21	0.105	-2.751	5.908	52.18	0	4.45	101300	383.44	500.2900085	2008-01-02	1	2
2008	2	4	0.21	0.105	-2.94	5.741	52.51	0	3.71	101300	383.44	503.2799988	2008-01-02	1	2
2008	2	5	0	0	-3.154	5.605	58.66	0	3.53	101300	383.44	504.8099976	2008-01-02	1	2
2008	2	6	0.23	0.115	-3.267	5.473	55.3	0	3.28	101300	383.44	500.1799927	2008-01-02	1	2
2008	2	7	0.83	0.415	-3.511	5.302	52.89	0	3.56	101300	383.44	471.5599976	2008-01-02	1	2
2008	2	8	7.13	3.565	-3.714	5.126	54.34	0	3.84	101300	383.44	426.25	2008-01-02	1	2
2008	2	9	150.44	75.22	-3.603	5.01	54.61	0	3.38	101300	383.44	398.8699951	2008-01-02	1	2
2008	2	10	477.69	238.845	-3.549	4.899	53.5	0	4.44	101300	383.44	388.9599915	2008-01-02	1	2
2008	2	11	789.1	394.55	-3.421	4.878	51.8	0	4.33	101300	383.44	383.2399902	2008-01-02	1	2
2008	2	12	991.4	495.7	-3.125	4.956	48.62	0	3.8	101300	383.44	380.1900024	2008-01-02	1	2
2008	2	13	1092.6	546.3	-2.65	5.113	45.93	0	3.65	101300	383.44	378.4599915	2008-01-02	1	2
2008	2	14	612.72	306.36	-2.537	5.309	46.55	0	3.33	101300	383.44	377.1300049	2008-01-02	1	2
2008	2	15	491.54	245.77	-2.403	5.351	46.3	0	3.56	101300	383.44	377.230011	2008-01-02	1	2
2008	2	16	475.28	237.64	-2.185	5.371	45.2	0	3.57	101300	383.44	378.4200134	2008-01-02	1	2
2008	2	17	250.81	125.405	-2.123	5.361	44.89	0	2.72	101300	383.44	383.4500122	2008-01-02	1	2
2008	2	18	29.74	14.87	-2.354	5.272	45.8	0	2.41	101300	383.44	395.980011	2008-01-02	1	2
2008	2	19	0.7	0.35	-2.667	5.121	48.63	0	2.3	101300	383.44	417.3599854	2008-01-02	1	2
2008	2	20	0.84	0.42	-3.105	4.944	53.21	0	2.97	101300	383.44	439.6700134	2008-01-02	1	2
2008	2	21	0.42	0.21	-3.379	4.788	56.76	0	2.24	101300	383.44	457.5299988	2008-01-02	1	2
2008	2	22	0.46	0.23	-3.56	4.662	59.85	0	1.51	101300	383.44	470.1000061	2008-01-02	1	2
2008	2	23	1.76	0.88	-3.862	4.533	63.27	0	1.38	101300	383.44	477.7999878	2008-01-02	1	2
2008	3	0	0.97	0.485	-4.035	4.396	63.94	0	1.58	101300	383.44	486.6900024	2008-01-03	1	3
2008	3	1	0.09	0.045	-4.28	4.272	64.03	0	1.16	101300	383.44	492.75	2008-01-03	1	3
2008	3	2	0	0	-4.792	4.14	68.82	0	0.73	101300	383.44	496.519989	2008-01-03	1	3
2008	3	3	0	0	-5.125	4.014	79.1	0	0.71	101300	383.44	500.2900085	2008-01-03	1	3
2008	3	4	0	0	-5.423	3.894	89.88	0	0.48	101300	383.44	503.2799988	2008-01-03	1	3
2008	3	5	0	0	-5.614	3.775	91.48	0	0.67	101300	383.44	504.8099976	2008-01-03	1	3
2008	3	6	0	0	-5.731	3.666	92.19	0	0.54	101300	383.44	500.1799927	2008-01-03	1	3
2008	3	7	0	0	-5.855	3.558	91.98	0	0.75	101300	383.44	471.5599976	2008-01-03	1	3
2008	3	8	6.49	3.245	-5.938	3.461	91.79	0	0.45	101300	383.44	426.25	2008-01-03	1	3
2008	3	9	152.69	76.345	-5.356	3.37	91.4	0	0.3	101300	383.44	398.8699951	2008-01-03	1	3
2008	3	10	500.66	250.33	-4.112	3.32	79.51	0	0.93	101300	383.44	388.9599915	2008-01-03	1	3
2008	3	11	805.71	402.855	-3.274	3.347	65.27	0	1.62	101300	383.44	383.2399902	2008-01-03	1	3
2008	3	12	1021.2	510.6	-2.518	3.42	57.5	0	1.98	101300	383.44	380.1900024	2008-01-03	1	3
2008	3	13	1104.5	552.25	-1.807	3.572	52.48	0	2.17	101300	383.44	378.4599915	2008-01-03	1	3
2008	3	14	1055.95	527.975	-1.119	3.789	47.29	0	1.82	101300	383.44	377.1300049	2008-01-03	1	3
2008	3	15	888.19	444.095	-0.549	4.03	43.43	0	2.16	101300	383.44	377.230011	2008-01-03	1	3
2008	3	16	613.43	306.715	0.061	4.279	40.67	0	1.47	101300	383.44	378.4200134	2008-01-03	1	3
2008	3	17	276.5	138.25	0.476	4.387	39.03	0	1.09	101300	383.44	383.4500122	2008-01-03	1	3
2008	3	18	31.39	15.695	-0.004	4.369	40.52	0	0.3	101300	383.44	395.980011	2008-01-03	1	3
2008	3	19	1.68	0.84	-1.161	4.237	52.29	0	0.16	101300	383.44	417.3599854	2008-01-03	1	3
2008	3	20	0.77	0.385	-1.822	4.113	66.4	0	0.96	101300	383.44	439.6700134	2008-01-03	1	3
2008	3	21	0.42	0.21	-2.355	4.013	76.7	0	0.4	101300	383.44	457.5299988	2008-01-03	1	3
