YEAR	DOY	HOUR	PAR	Swdown	TEMP	STEMP	RH	RAIN	WIND	PRESSURE	aCO2_AW	amb_co2	date	moy	dom
2007	1	0	0.46	2.71	14.78	11.033	93.8	0	1	101300	379.6386	459.1400146	2007-01-01	1	1
2007	1	1	0.73	3.34	13.071	10.81	95.75	0	0.36	101300	379.6386	466.3800049	2007-01-01	1	1
2007	1	2	0.46	3.34	11.258	10.579	97	0	0.11	101300	379.6386	471.2999878	2007-01-01	1	1
2007	1	3	0.18	2.5	9.923	10.354	97.65	0	0	101300	379.6386	477.2900085	2007-01-01	1	1
2007	1	4	0.09	2.73	8.482	10.124	97.95	0	0.02	101300	379.6386	482.5400085	2007-01-01	1	1
2007	1	5	1.94	1.09	7.511	9.913	98.05	0	0	101300	379.6386	486.3299866	2007-01-01	1	1
2007	1	6	3.16	2.57	7.124	9.696	98.15	0	0	101300	379.6386	487.7200012	2007-01-01	1	1
2007	1	7	2.64	1.67	6.259	9.493	98.15	0	0.01	101300	379.6386	462.7399902	2007-01-01	1	1
2007	1	8	5.11	3.99	5.931	9.317	98.2	0	0.03	101300	379.6386	423.6499939	2007-01-01	1	1
2007	1	9	152.82	151.04	7.45	9.205	98.1	0	0.44	101300	379.6386	395.769989	2007-01-01	1	1
2007	1	10	332.38	259.87	11.051	9.153	90.07	0.05	2.29	101300	379.6386	384.4200134	2007-01-01	1	1
2007	1	11	586.2	423.51	12.165	9.337	79.59	0	3.85	101300	379.6386	379.9299927	2007-01-01	1	1
2007	1	12	350.78	249.99	12.161	9.565	70.14	0	4.19	101300	379.6386	376.730011	2007-01-01	1	1
2007	1	13	141.05	93.81	11.153	9.634	72.3	0	3.51	101300	379.6386	374.5700073	2007-01-01	1	1
2007	1	14	105.77	67.07	10.939	9.632	68.84	0	2.75	101300	379.6386	373.4500122	2007-01-01	1	1
2007	1	15	70.76	48.86	10.568	9.635	72.43	0	3.25	101300	379.6386	372.6000061	2007-01-01	1	1
2007	1	16	70.34	46.09	9.834	9.619	75.2	0	3.49	101300	379.6386	372.7999878	2007-01-01	1	1
2007	1	17	30.87	20.11	8.537	9.55	71.3	0	3.97	101300	379.6386	377.1499939	2007-01-01	1	1
2007	1	18	3.2	7.45	7.358	9.425	77.38	0	3.21	101300	379.6386	383.8800049	2007-01-01	1	1
2007	1	19	0.73	3.34	6.828	9.323	76.25	0	2.2	101300	379.6386	400.4599915	2007-01-01	1	1
2007	1	20	0.45	3.22	6.798	9.237	73.82	0	2.01	101300	379.6386	418.3800049	2007-01-01	1	1
2007	1	21	0.88	2.63	6.794	9.148	70.51	0	2.21	101300	379.6386	431.7600098	2007-01-01	1	1
2007	1	22	1.24	2.55	6.586	9.07	68.74	0	1.72	101300	379.6386	443.2999878	2007-01-01	1	1
2007	1	23	0.88	2.3	6.362	8.999	70.49	0	1.31	101300	379.6386	451.7200012	2007-01-01	1	1
2007	2	0	1.32	2.17	6.263	8.955	72.76	0	1.51	101300	379.6386	459.1400146	2007-01-02	1	2
2007	2	1	1.32	3.2	6.223	8.903	67.46	0	2.42	101300	379.6386	466.3800049	2007-01-02	1	2
2007	2	2	1.15	2.49	5.974	8.835	68.88	0	1.86	101300	379.6386	471.2999878	2007-01-02	1	2
2007	2	3	2.2	2.13	5.91	8.778	71.1	0	1.47	101300	379.6386	477.2900085	2007-01-02	1	2
2007	2	4	2.2	2.59	5.956	8.71	70.37	0	2.57	101300	379.6386	482.5400085	2007-01-02	1	2
2007	2	5	1.76	1.73	5.912	8.656	71.16	0	2.73	101300	379.6386	486.3299866	2007-01-02	1	2
2007	2	6	2.29	2.46	5.966	8.596	70.79	0	3.23	101300	379.6386	487.7200012	2007-01-02	1	2
2007	2	7	2.03	1.09	6.021	8.521	70.13	0	3.29	101300	379.6386	462.7399902	2007-01-02	1	2
2007	2	8	5.18	5.43	6.058	8.468	69.93	0	2.66	101300	379.6386	423.6499939	2007-01-02	1	2
2007	2	9	57.28	39.14	6.081	8.439	70.68	0	2.85	101300	379.6386	395.769989	2007-01-02	1	2
2007	2	10	288.91	212.75	6.429	8.428	68.53	0	4.11	101300	379.6386	384.4200134	2007-01-02	1	2
2007	2	11	786.16	606.78	7.272	8.526	65.59	0	4.27	101300	379.6386	379.9299927	2007-01-02	1	2
