YEAR	DOY	HOUR	PAR	Swdown	TEMP	STEMP	RH	RAIN	WIND	PRESSURE	aCO2_AW	amb_co2	date	moy	dom
1998	1	0	0	0	-9.2	6	91.3	0	0.91	101300	375.0929	455.4599915	1998-01-01	1	1
1998	1	1	0	0	-9.2	6	91.3	0	0.91	101300	375.0929	459.8699951	1998-01-01	1	1
1998	1	2	0	0	-8.7	6	94.9	0	1	101300	375.0929	385	1998-01-01	1	1
1998	1	3	0	0	-9.5	5.9	94.7	0	0.71	101300	375.0929	385	1998-01-01	1	1
1998	1	4	0	0	-10.3	5.9	95	0	0.79	101300	375.0929	385	1998-01-01	1	1
1998	1	5	0	0	-10.6	5.9	94.9	0	0.89	101300	375.0929	385	1998-01-01	1	1
1998	1	6	0	0	-11.3	5.9	94.5	0	1.07	101300	375.0929	385	1998-01-01	1	1
1998	1	7	0	0	-10.5	5.8	94.7	0	1.42	101300	375.0929	458.5	1998-01-01	1	1
1998	1	8	0	0	-10.7	5.8	94.1	0	0.82	101300	375.0929	423.6300049	1998-01-01	1	1
1998	1	9	7	3.5	-9.2	5.8	94.2	0	0.55	101300	375.0929	396.0700073	1998-01-01	1	1
1998	1	10	28	14	-3.4	5.7	94.1	0	0.85	101300	375.0929	381.0599976	1998-01-01	1	1
1998	1	11	44	22	1	5.8	72.6	0	1.25	101300	375.0929	374.5599976	1998-01-01	1	1
1998	1	12	57	28.5	3.2	5.8	51	0	1.71	101300	375.0929	370.9200134	1998-01-01	1	1
1998	1	13	67	33.5	4.8	5.9	45.2	0.5	1.91	101300	375.0929	368.5100098	1998-01-01	1	1
1998	1	14	72	36	6.4	5.9	39.1	2	2.17	101300	375.0929	366.7200012	1998-01-01	1	1
1998	1	15	64	32	5.8	6	35.5	2	2.3	101300	375.0929	367.8099976	1998-01-01	1	1
1998	1	16	15	7.5	3.6	5.9	42.6	0.5	2.45	101300	375.0929	368.1499939	1998-01-01	1	1
1998	1	17	7	3.5	2.4	5.7	42.3	0.5	2.43	101300	375.0929	370.1400146	1998-01-01	1	1
1998	1	18	2	1	1.1	5.7	44.3	0	1.54	101300	375.0929	380.8699951	1998-01-01	1	1
1998	1	19	0	0	0	5.6	51	0	1.36	101300	375.0929	400.4100037	1998-01-01	1	1
1998	1	20	0	0	-0.5	5.5	54.4	0	1.49	101300	375.0929	413.3200073	1998-01-01	1	1
1998	1	21	0	0	-0.7	5.5	47.2	0	1.11	101300	375.0929	427.3299866	1998-01-01	1	1
1998	1	22	0	0	-0.7	5.5	44.7	0	1.05	101300	375.0929	439.6499939	1998-01-01	1	1
1998	1	23	0	0	-0.6	5.4	44	0	1.18	101300	375.0929	447.8200073	1998-01-01	1	1
1998	2	0	0	0	-0.7	5.4	44.3	0	1.23	101300	375.0929	455.4599915	1998-01-02	1	2
1998	2	1	0	0	-0.8	5.4	46.5	0	1.38	101300	375.0929	459.8699951	1998-01-02	1	2
1998	2	2	0	0	-1	5.4	48.8	0	1.39	101300	375.0929	385	1998-01-02	1	2
1998	2	3	0	0	-1.1	5.3	54.3	0	1.56	101300	375.0929	385	1998-01-02	1	2
1998	2	4	0	0	-1.1	5.3	51.5	0	1.47	101300	375.0929	385	1998-01-02	1	2
1998	2	5	0	0	-1.1	5.2	50.3	0	1.35	101300	375.0929	385	1998-01-02	1	2
1998	2	6	0	0	-1.3	5.2	52.4	0	1.58	101300	375.0929	385	1998-01-02	1	2
1998	2	7	0	0	-1.4	5.2	52.2	0	1.83	101300	375.0929	458.5	1998-01-02	1	2
1998	2	8	0	0	-1.5	5.1	52.3	0	1.72	101300	375.0929	423.6300049	1998-01-02	1	2
1998	2	9	12	6	-0.7	5.1	51.4	0	1.24	101300	375.0929	396.0700073	1998-01-02	1	2
1998	2	10	50	25	3.7	5.1	41.8	0.5	1.17	101300	375.0929	381.0599976	1998-01-02	1	2
1998	2	11	85	42.5	6.6	5.2	39.1	0	1.92	101300	375.0929	374.5599976	1998-01-02	1	2
1998	2	12	130	65	8.5	5.3	38.2	1.5	2.4	101300	375.0929	370.9200134	1998-01-02	1	2
1998	2	13	182	91	9.7	5.7	34.7	0	1.93	101300	375.0929	368.5100098	1998-01-02	1	2
1998	2	14	287	143.5	10.9	6.3	30.7	0	1.8	101300	375.0929	366.7200012	1998-01-02	1	2
1998	2	15	271	135.5	10.3	6.7	27.6	0	1.86	101300	375.0929	367.8099976	1998-01-02	1	2
1998	2	16	115	57.5	9.4	6.8	28.6	0	1.37	101300	375.0929	368.1499939	1998-01-02	1	2
1998	2	17	35	17.5	8.1	6.6	28.6	0	1.21	101300	375.0929	370.1400146	1998-01-02	1	2
1998	2	18	8	4	6.7	6.4	31.5	0	0.97	101300	375.0929	380.8699951	1998-01-02	1	2
1998	2	19	0	0	5.7	6.2	32.3	0	0.52	101300	375.0929	400.4100037	1998-01-02	1	2
1998	2	20	0	0	4.6	6	43.1	0	0.67	101300	375.0929	413.3200073	1998-01-02	1	2
1998	2	21	0	0	3.3	5.9	50.2	0	0.92	101300	375.0929	427.3299866	1998-01-02	1	2
1998	2	22	0	0	2.7	5.9	53.2	0	1.11	101300	375.0929	439.6499939	1998-01-02	1	2
1998	2	23	0	0	2.7	5.8	52.7	0	0.93	101300	375.0929	447.8200073	1998-01-02	1	2
1998	3	0	0	0	2.8	5.8	55	0	0.92	101300	375.0929	455.4599915	1998-01-03	1	3
1998	3	1	0	0	2.4	5.7	61.7	0	0.92	101300	375.0929	459.8699951	1998-01-03	1	3
1998	3	2	0	0	1	5.7	72.2	0	1.1	101300	375.0929	385	1998-01-03	1	3
1998	3	3	0	0	1	5.7	71.4	0	1.28	101300	375.0929	385	1998-01-03	1	3
1998	3	4	0	0	1.6	5.7	65.6	0	0.9	101300	375.0929	385	1998-01-03	1	3
1998	3	5	0	0	2.4	5.7	68.8	0	0.61	101300	375.0929	385	1998-01-03	1	3
1998	3	6	0	0	1.9	5.7	73	0	0.53	101300	375.0929	385	1998-01-03	1	3
1998	3	7	0	0	1.7	5.7	73.9	0	0.55	101300	375.0929	458.5	1998-01-03	1	3
1998	3	8	2	1	1.1	5.7	74.9	0	0.44	101300	375.0929	423.6300049	1998-01-03	1	3
1998	3	9	115	57.5	2.1	5.7	72.9	0	0.47	101300	375.0929	396.0700073	1998-01-03	1	3
1998	3	10	311	155.5	5.5	5.8	69	0	0.66	101300	375.0929	381.0599976	1998-01-03	1	3
1998	3	11	515	257.5	9.1	6.1	62.9	0	1.3	101300	375.0929	374.5599976	1998-01-03	1	3
1998	3	12	699	349.5	11.7	6.7	62.8	0	2.22	101300	375.0929	370.9200134	1998-01-03	1	3
1998	3	13	770	385	14.5	7.2	55.3	0	2.65	101300	375.0929	368.5100098	1998-01-03	1	3
1998	3	14	681	340.5	15.7	7.7	52.7	0	3	101300	375.0929	366.7200012	1998-01-03	1	3
1998	3	15	576	288	16.8	8.1	50.1	0	3.45	101300	375.0929	367.8099976	1998-01-03	1	3
1998	3	16	219	109.5	15.7	8.3	55.9	0	3.16	101300	375.0929	368.1499939	1998-01-03	1	3
1998	3	17	80	40	14.6	8.3	60.1	0	2.44	101300	375.0929	370.1400146	1998-01-03	1	3
1998	3	18	24	12	13.1	8.1	66.3	0	1.25	101300	375.0929	380.8699951	1998-01-03	1	3
1998	3	19	0	0	11.5	8	69.9	0	0.93	101300	375.0929	400.4100037	1998-01-03	1	3
1998	3	20	0	0	9.7	7.8	75.5	0	1.35	101300	375.0929	413.3200073	1998-01-03	1	3
